,artist,name,popularity,genre,lyrics
3060,JETFIRE,MAD,0,edm,its crazy its mad mj swaggers im way too bad energys high i aint ever gonna lie maybe im crazy im mad might wile out have a party at the pad still got bottles in the back of the jag and my clothes stay fresh when i flex its mad its mad work that work that work that work that work work that work that work that work that work that work work that its mad its crazy its mad mj swaggers im way too bad energys high i aint ever gonna lie maybe im crazy im mad might wile out have a party at the pad still got bottles in the back of the jag and my clothes stay fresh when i flex its mad its mad work that work that work that work that work work that work that work that work that work that work work that work crazy its mad
3067,Phoebe Ryan,Dark Side - Shew Remix,0,edm,at your worst youre the best baby i dont want another version no hard to love hard to trust but dont change dont be a better person for me cause im in love with your dark side im in love with your dark side im in love with your dark side so dont turn on the light im in love with your dark side im in love with your dark side im in love with your dark side so dont turn on the light and stay with me tonight dont turn on the light youre bad this is good as it gets i dont want nobody perfect no and i want to go deeper down with you so pull me beneath the surface even if it hurts i want your heart even at your worst i love you hard if you wanna keep me go too far cause im in love with your dark side im in love with your dark side im in love with your dark side so dont turn on the light and stay with me tonight dont turn on the light and stay with me tonight dont turn on the light and stay with me tonight i dont want another version dont be a better person dont want nobody perfect so pull me beneath the surface cause im in love with your dark side im in love with your dark side im in love with your dark side so dont turn on the light cause im in love with your dark side im in love with your dark side im in love with your dark side so dont turn on the light and stay with me tonight dont turn on the light dont turn on the light and stay with me tonight
3073,ODESZA,Say My Name (feat. Zyra),0,edm,i wanna go so whatd you say when you gonna let me know if you give a damn about mecause you got my hands tied in my defense i always fall for confidence and your compliments look good on me cause nobody knows it better than the girl in the corner with the scarlet letter and while youre watching you may think that she doesnt matter but no one knows you better oh yeah i wanna dance i wanna dance dance dance with you you so take a chance so take a chance oh yeah i wanna dance i wanna dance dance dance with you you so take a chance so take a chance oh yeah oh yeah oh yeah oh yeah oh yeah i need a sign or a signal ive overthought everything i can think of into symbol i need the coat and your jacket and the remnants of your cigarette packet i wanna go so whatd you say when you gonna let me know if you give a damn about me cause you got my hands tied in my defense i always fall for confidence and your compliments look good on me cause nobody knows it better than the girl in the corner with the scarlet letter and while youre watching you may think that she doesnt matter but no one knows you better i wanna dance i wanna dance i wanna dance with you you so take a chance so take a chance oh yeah i wanna dance i wanna dance i wanna dance with you you i wanna dance i wanna dance oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah
3076,Yves V,We Got That Cool (feat. Afrojack & Icona Pop) - Robert Falcon & Jordan Jay Remix,0,edm,i wear something sweet and its not slimmin my body its just the beat of somethin gettin me higher i got grapes and trees now im up in my zone cause this is what i came for yeah i got what came for four drinks down free wait for things to get blurry we gon go real deep but were not in a hurry lets keep this real cause we out here alone this is what i came for yeah i got what came for do you feel it in your body when i say your name i can give it how you want it drive you insane cause i feel it in my body down through my legs you can give it how i want it oh boy we got that cool we got that cool oh boy we got that cool oh boy we aint do nothin wrong we got that cool oh boy we aint do nothin wrong oh boy we got that cool we got that cool oh boy we got that oh boy we got that oh boy we got that oh boy we got that lets go part three yeah im up for a refill we got what we need here baby i aint leaving lets have some fun while were looking for meaning cause this is what i came for yeah i got what came for do you feel it in your body when i say your name i can give it how you want it drive you insane cause i feel it in my body down through my legs you can give it how i want it oh boy we got that cool we got that cool oh boy we got that cool oh boy we aint do nothin wrong we got that cool oh boy we aint do nothin wrong oh boy we got that cool we got that cool oh boy we got that oh boy we got that oh boy we got that oh boy we got that were not doing love yeah thats not why we got here we just wanna feel the rush oh boy we got that were not going nowhere looks like we just started keep on gimme all you got oh boy we got that were not doing love yeah thats not why we got here we just wanna feel the rush oh boy we got that were not going nowhere looks like we just started keep on gimme all you got we got that cool we got that cool oh boy we got that oh boy we got that oh boy we got that oh boy we got that oh boy we got that cool we got that cool oh boy we got that cool oh boy we aint do nothin wrong we got that cool oh boy we aint do nothin wrong oh boy we got that cool
3085,Format:B,Chunky - Club Mix,0,edm,keep it going till the break of dawn gonna shake a tailfeather shoot its gonna be a run hold a shotgun on the rooster and dare him to crow how could anybody sleep when they could get out on the floor keep it going till the break of dawn gonna shake a tailfeather shoot its gonna be a run hold a shotgun on the rooster and dare him to crow how could anybody sleep when they could get out on the floor keep it going till the break of dawn gonna shake a tailfeather shoot its gonna be a run hold a shotgun on the rooster and dare him to crow how could anybody sleep when they could get out on the floor keep it going till the break of dawn gonna shake a tailfeather shoot its gonna be a run hold a shotgun on the rooster and dare him to crow how could anybody sleep when they could get out on the floor keep it going till the break of dawn gonna shake a tailfeather shoot its gonna be a run hold a shotgun on the rooster and dare him to crow how could anybody sleep when they could get out on the floor keep it going till the break of dawn gonna shake a tailfeather shoot its gonna be a run hold a shotgun on the rooster and dare him to crow how could anybody sleep when they could get out on the floor keep it going till the break of dawn gonna shake a tailfeather shoot its gonna be a run hold a shotgun on the rooster and dare him to crow how could anybody sleep when they could get out on the floor keep it going till the break of dawn gonna shake a tailfeather shoot its gonna be a run hold a shotgun on the rooster and dare him to crow how could anybody sleep when they could get out on the floor
3096,Hardwell,Arcadia,0,edm,falling like dominoes reaching for the stars one by one hands illuminate the sky it goes on and on and on let me take you all the way ill guide you through the night come shine your light a little brighter set your fire free inside are you ready im waiting come with me enjoy the ride ill take you all the way for the answer in arcadia arcadia arcadia anyone else goin a hundred or what falling like dominoes reaching for the stars one by one hands illuminate the sky it goes on and on and on let me take you all the way ill guide you through the night come shine your light a little brighter set your fire free inside are you ready im waiting come with me enjoy the ride ill take you all the way for the answer in arcadia arcadia arcadia anyone else goin a hundred or what
3102,Drenchill,Freed from Desire (feat. Indiiana),0,edm,my love has got no money hes got his strong beliefs my love has got no power hes got his strong beliefs my love has got no fame hes got his strong beliefs my love has got no money hes got his strong beliefs want more and more people just want more and more freedom and love what hes looking for want more and more people just want more and more freedom and love what hes looking for freed from desire mind and senses purified freed from desire mind and senses purified freed from desire mind and senses purified freed from desire nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah my love has got no money hes got his strong beliefs my love has got no power hes got his strong beliefs my love has got no fame hes got his strong beliefs my love has got no money hes got his strong beliefs want more and more people just want more and more freedom and love what hes looking for want more and more people just want more and more freedom and love what hes looking for freed from desire mind and senses purified freed from desire mind and senses purified freed from desire mind and senses purified freed from desire nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah nah freed from desire mind and senses purified freed from desire mind and senses purified freed from desire mind and senses purified freed from desire nah nah nah nah nah nah
3121,Dillon Francis,When We Were Young (feat. The Chain Gang of 1974),0,edm,i know your hopes and dreams they will collide take all your things youll go and run and hide do you remember how it felt when we were young do you remember how it felt when we were young today we have the chance to feel again to hear the sounds that brought us in to laugh to cry to live again today we have the chance to feel again to hear the sounds that brought us in to laugh to cry to live again like when were young like when were young like when were young i know your hopes and dreams they will collide take all your things youll go and run and hide do you remember how it felt when we were young do you remember how it felt when we were young today we have the chance to feel again to hear the sounds that brought us in to laugh to cry to live again today we have the chance to feel again to hear the sounds that brought us in to laugh to cry to live again like when were young like when were young like when were young like when were young like when were young like when were young
3123,Scott Bradlee's Postmodern Jukebox,Lovefool,0,edm,dear i fear were facing a problem you love me no longer i know and maybe there is nothing that i can do to make you do mama tells me i shouldnt bother that i ought just to stick to another man a man that surely deserves me but i think you do so i cry i pray and i beg love me love me say that you love me fool me fool me go on and fool me love me love me pretend that you love me leave me leave me just say that you need me so i cry and i beg for you to love me love me say that you love me leave me leave me just say that you need me i cant care about anything but you lately i have desperately pondered spent my nights awake and i wonder what i could have done in another way to make you stay reason will not lead to solution i will end up lost in confusion i dont care if you really care as long as you dont go so i cry i pray and i beg love me love me say that you love me fool me fool me go on and fool me love me love me pretend that you love me leave me leave me just say that you need me so i cry and i beg for you to love me love me say that you love me leave me leave me just say that you need me i cant care about anything but you anything but you love me love me you say that you love me fool me fool me go on and fool me love me love me i know that you need me i cant care about anything but you
3128,Alesso,In My Blood,0,edm,catch you eye in the night its glowing im so high and theres no controlling in the light of the moon youre all i see smoky air in your skin is glossy cloudy minds acting like weve lost it im possessed like a drug youre all i need cause you are burning burning this heart of mine youre burning right through my veins tonight youre in my blood youre in my blood youre in my blood shaky hands and the blood is rushing skin to skin and our lips are touching as we move like a dance just flawlessly and your breath makes it sound like music round and round as the walls are moving you become what i am youre what i bleed cause you are burning burning this heart of mine youre burning right through my veins tonight youre in my blood youre in my blood youre in my blood youre in my blood cause you are burning burning this heart of mine youre burning right through my veins tonight youre in my blood
3130,City Wolf,Hands Up,0,edm,never fall never crawl yeah we moving up wanted more let it pour till we fill our cup never givin up before its over never counting on em four leaf clovers taken names throwing flames till we burn it down in the mud uppercut yeah we breakin ground never givin up before its over never counting on em four leaf clovers we could feel the fire never getting tired we aint gonna stop till we drop and we hit the floor come on all my soldiers doin like i told ya we aint gonna stop so come on and put your hands up we gonna bring the house down no one can ever stop us we gonna set it off right now come and put your hands up up up so come and put your hands up up up come and put your hands up on the road never full never have enough over time in the grime put your banners up never givin up before its over never counting on em four leaf clovers we could feel the fire never getting tired we aint gonna stop till we drop and we hit the floor come on all my soldiers doin like i told ya we aint gonna stop so come on and put your hands up we gonna bring the house down no one can ever stop us we gonna set it off right now come and put your hands up up up so come and put your hands up up up come and put your hands up come on all my soldiers doin like i told ya x4 so come on and put your hands up we gonna bring the house down no one can ever stop us we gonna set it off right now come and put your hands up up up so come and put your hands up up up come and put your hands up
3144,The Bloody Beetroots,Definition of House Music,0,edm,lyrics for this song have yet to be released please check back once the song has been released
3152,Dutty Moonshine,Scruffy,0,edm,one two coming in with the moonshine business here we go i shine right through with the lyrics on tap im about to conjure up yet another dutty rap for the duo that you know infused in the swing vine bring out the ding in the music they swing line wax burning like mercury purring im lyrically inferring and circling like murley with a boom fizz a bass smash hush when im curling up my tongue around the tyrants of a brush raves wontcha mc charlie d about to bonta never again to falter my toes gunna smolder poetry im pulling from my holster well ponta with your feet and knees lets bounce the hinge of the industry sings electro with a rin tich twinge lets bounce the hinge of the industry sings electro with a rin tich twinge lets bounce lets bounce lets bounce lets bounce once again you want to hear a rhythm from my lyrical den of iniquity then i will spin for thee when i get up the sound wave for some bars i keep think up some ways to make this more lyrically enhanced rummaging around in the chest of my experience im digging up some images that will render you delirious i feel the glow cause the glint in my eye with a wink i should think i steal my future from the sky my mental capacity is hiding in a cavity that only permits me to think the imaginary of all the detail of the goings on around me anything numerical continues to confound me things and stuff just wanna bound me fumbling together different atoms of their boundaries i keep getting lost in conciseness flocks buried in the rhythm i bash my clocks lets bounce lets bounce lets bounce lets bounce bounce now let thump with the rhythm of dutty catechism pouring out double gizem of a snake intermission when i work with this deliciousness when i flick my wrist getting mischievous lets bounce the hinge of the industry sings electro with a rin tich twinge like a old stand suburb or an tombstone home try dutty moonshine now get it really loose and bounce try dutty moonshine now get it really loose and bounce try dutty moonshine now get it really loose find bounce try dutty moonshine now get it really loose find bounce try dutty moonshine now get it really loose find bounce try dutty moonshine now get it really loose find bounce try dutty moonshine now get it really loose find bounce try dutty moonshine now get it really loose find bounce try dutty moonshine now get it really loose for the rinse out
3157,Pegboard Nerds,Hero (feat. Elizaveta),0,edm,hero hero hero hero hero hero i wanna be a hero hero oh the hero comes i can hear the drums and our horses run to the kingdom come through the pale moonlight our hearts ignite to the call oh claim your prize for a crown of stars in the name of love be the sacrifice you and i will stand and fight our backs to the wall oh hero hero hero hero hero hero i wanna be a hero hero there is no escape let the fever rise as our horses rage and our goals in sight maybe im the one im the one who will fall oh lay me down on a bed of stone i will wait for you as i rest my soul i will watch you ride when you reply to the call oh hero hero hero hero hero hero i want to be a hero hero shut your eyes shut your eyes dont be scared shut your eyes watch those lights from the stars in your head hypnotized join our fight for whats right let your heart be your guide ой герой герой ты мой да зовет герой меня в бой ой герой ты герой ты мой ты возьми подругу с собой na
3184,Thomas Gold,Without You,0,edm,ive got a real reputation come see what i have to give youve got a real hesitation stop me dead before i begin youre never far too patient open roads to a better end ive got a real reputation come see what i have to give sometimes i just cant move without you im far from in the mood without you and i know that youre close when youre taking control but what else am i supposed to do sometimes i just cant move without you without you without you sometimes i just cant move without you without you without you without you without you ive got an off center heartbeat come see what i have to show you keep a kiss like a receipt stopping me before letting go sometimes i just cant move without you im far from in the mood without you and i know that youre close when youre taking control but what else am i supposed to do sometimes i just cant move without you without you without you sometimes i just without you without you without you ive got a real reputation come see what i have to give youve got a real hesitation stop me dead before i begin youre never far too patient open roads to a better end ive got a real reputation come see what i have to give sometimes i just cant move without you im far from in the mood without you and i know that youre close when youre taking control but what else am i supposed to do sometimes i just cant move without you without you without you sometimes i just cant move without you without you without you without you without you ive got an off center heartbeat come see what i have to show you keep a kiss like a receipt stopping me before letting go sometimes i just cant move without you im far from in the mood without you and i know that youre close when youre taking control but what else am i supposed to do sometimes i just cant move without you without you without you sometimes i just without you without you without you
3186,Jive Me,Mr O'Butler,0,edm,honestly i can barely make out any of the words in this song im just making this in the hopes someone can comment the real lyrics
3190,Knife Party,Death & Desire (feat. Harrison) - Laidback Luke Remix,0,edm,i feel im surrounded cant live without it its just what you do to me you save me from drowning did you know im calling now youre fuel to the fire i need you to light it to keep warm youre burning down flames getting higher from death and desire from death and desire from death and desire im calling now youre fuel to the fire i need you to light it youre burning down flames getting higher from death and desire from death and desire
3211,3LAU,How You Love Me,0,edm,nobodys perfect ill never try but i promise im worth it if you just open up your eyes i dont need a second chance i need a friend someone whos gon stand by me right there till the end if you want the best of my heart youve just gotta see the good in me cause i could be the rain in your desert sky i could be the fire in your darkest night i could be your curse or your angel its all in how you love me i could be your sun when its cold outside i could be your rock when theres nowhere to hide i could be your curse or your angel its all in how you love me its how you love me you get what you give thats the simple truth so just lend me your hand and ill give you someone to hold onto i dont need a second chance i need a friend someone whos gon stand by me right there till the end if you want the best of my heart youve just gotta see the good in me cause i could be the rain in your desert sky i could be the fire in your darkest night i could be your curse or your angel its all in how you love me i could be your sun when its cold outside i could be your rock when theres nowhere to hide i could be your curse or your angel its all in how you love me its how you love me its how you love me its how you love me oh you know i could be the rain in your desert sky i could be the fire in your darkest night i could be your curse or your angel its all in how you love me its all in how you love me nobodys perfect ill never try but i promise im worth it if you just open up your eyes i dont need a second chance i need a friend someone whos gon stand by me right there till the end if you want the best of my heart youve just gotta see the good in me cause i could be the rain in your desert sky i could be the fire in your darkest night i could be your curse or your angel its all in how you love me i could be your sun when its cold outside i could be your rock when theres nowhere to hide i could be your curse or your angel its all in how you love me its how you love me you get what you give thats the simple truth so just lend me your hand and ill give you someone to hold onto i dont need a second chance i need a friend someone whos gon stand by me right there till the end if you want the best of my heart youve just gotta see the good in me cause i could be the rain in your desert sky i could be the fire in your darkest night i could be your curse or your angel its all in how you love me i could be your sun when its cold outside i could be your rock when theres nowhere to hide i could be your curse or your angel its all in how you love me its how you love me its how you love me its how you love me oh you know i could be the rain in your desert sky i could be the fire in your darkest night i could be your curse or your angel its all in how you love me its all in how you love me
3219,GAWVI,Diamonds,0,edm,gawvi get em i may not wake up feeling flawless and my emotions can be reckless yeah and i know yeah i know yeah i know yeah i know i aint perfect but i glow yeah i glow yeah i glow you say that im worth it youre the only one who saw beyond my skin deep and into my heart completely you got me cut like a diamond all of the stars are aligning my heart it beats like a lion cause every time you hold me and tell me that you love me you got me cut like a diamond the difference in me is so drastic from day to night its automatic i dont know i dont know i dont know whod i be without ya but i glow yeah i glow yeah i glow its not a question youre the only one who saw beyond my skin deep and into my heart completely you got me cut like a diamond all of the stars are aligning my heart it beats like a lion cause every time you hold me and tell me that you love me you got me cut like a diamond you got me cut like a diamond you got me cut like a diamond cause every time you hold me and tell me that you love me you got me cut like a diamond youre only one who saw beyond my skin deep and into my heart completely youre only one who saw beyond my skin deep and into my heart completely you got me cut like a diamond all of the stars are aligning my heart it beats like a lion cause every time you hold me and tell me that you love me you got me cut like a diamond you got me cut like a diamond you got me cut like a diamond cause every time you hold me and tell me that you love me you got me cut like a diamond
3221,Deorro,Hype - Original Mix,0,edm,Bring the motherfucking hype Bring the motherfucking hype
3226,Chris Howland,Everlasting,0,edm,everlasting everlasting your love is never ending your love is everlasting your love is never ending your love is everlasting everlasting your love is never ending your love is everlasting your love is never ending your love is everlasting your love is never ending your love is everlasting your love is never ending your love is everlasting you are the light of my life you make everything feel bright you are the light of my life you make everything feel bright everlasting
3229,Gorgon City,There For You - ARTY Remix,0,edm,waited so long thought youd never come you proved me wrong cause i dont know where it felt so right if i could go go back in time what i would do is love you sooner i wish i was there for you wish i was holding you closer than close everyday of your life i wish i was there for you and i wish that you were there for me too i wish i was there for you there for you there for you there for you there for you there for you i wish i was there for you there for you there for you there for you there for you there for you there for you there for you there for you there for you there for you there for you i wish i was there for you and i wish that you were there for me too there for you there for you there for you i lose my mind going back in time were you mine oh mine so many years so many tears wishing that you were over here maybe thats how it needed to be for you to get to me i wish i was there for you wish i was holding you closer than close everyday of your life i wish i was there for you cause when were together theres so much to love theres so little time i wish i was there for you wish i was holding you closer than close everyday of your life i wish i was there for you and i wish that you were there for me too i wish i was there for you there for you there for you there for you there for you there for you i wish i was there for you there for you there for you there for you there for you there for you there for you there for you there for you there for you there for you there for you i wish i was there for you and i wish that you were there for me too there for you there for you there for you
3230,Dyro,Calling Out - Original Mix,0,edm,i find myself calling out to the universe out out out out out i find myself calling out to the universe out out out out out i fill the skies with the cries of a lonely eye with my boys do this noise up until were out out out out out i find myself calling out im waiting for a greater force within me na i i i i am floating na i find myself calling out to the universe out out out out out i find myself calling out to the universe out out out out out i fill the skies with the cries of a lonely eye with my boys do this noise up until were out out out out out i find myself calling out
3237,Martin Garrix,Sun Is Never Going Down,0,edm,is this life is it real do you feel the things that i feel close your eyes disappear and we can watch burn burn from here cause im rising higher than ive been before and im ready ready crying out for more i know the sun is never going down oh oh nothings gonna slow us down oh oh i dont wanna fall asleep baby stay awake with me the sun is never going sun is never going sun is never going down down down blinding lights in a daze let it stay like this for always my whole sky is a blaze and when youre here with me we elevate cause im rising higher than ive been before and im ready ready crying out for more cause i know the sun is never going down oh oh nothings gonna slow us down oh oh i dont wanna fall asleep baby stay awake with me the sun is never going sun is never going sun is never going down down down sun is never going down down down
3248,Avicii,Silhouettes - Original Radio Edit,0,edm,press play fast forward nonstop we have a beaten path before us it was all there in plain sight come on people we have all seen the signs so we will never get back to to the old school to the old grounds its all about the newfound we are the newborn the world knew all about us we are the future and were here to stay weve come a long way since that day and we will never look back at the faded silhouette weve come a long way since that day and we will never look back look back at the faded silhouette straight ahead on the path we have before us day by day soon the change will come dont you know we took a big step forward just lead the way and we pull the trigger and we will never get back to to the old school to the old grounds its all about the newfound we are the newborn the world knew all about us we are the future and were here to stay weve come a long way since that day and we will never look back at the faded silhouette weve come a long way since that day weve come a long way since that day and we will never look back at the faded silhouette weve come a long way since that day and we will never look back look back at the faded silhouette
3251,Bruno Mars,24K Magic - R3hab Remix,0,edm,tonight i just want to take you higher throw your hands up in the sky lets set this party off right players put yo pinky rings up to the moon girls what yall trying to do24 karat magic in the air head to toe so player uh look out pop pop its show time show time show time show time guess whos back again oh they dont know go on tell em oh they dont know go on tell em i bet they know soon as we walk in showin up wearing cuban links ya designer minks ya inglewoods finest shoes whoop whoop dont look too hard might hurt yaself known to give the color red the blues ooh shit im a dangerous man with some money in my pocket keep up so many pretty girls around me and they waking up the rocket keep up why you mad fix ya face aint my fault yall be jocking keep up players only come on put your pinky rings up to the moon girls what yall trying to do 24 karat magic in the air head to toe so player uh look out second verse for the hustlas hustlas gangstas gangstas bad bitches and ya ugly ass friends haha can i preach uh oh can i preach uh oh i gotta show em how a pimp get it in first take your sip sip do your dip dip spend your money like money aint shit whoop whoop we too fresh got to blame it on jesus hashtag blessed they aint ready for me im a dangerous man with some money in my pocket keep up so many pretty girls around me and they waking up the rocket keep up why you mad fix ya face aint my fault yall be jocking keep up players only come on put your pinky rings up to the moon hey girls what yall trying to do 24 karat magic in the air head to toe so player uh look out wooh everywhere i go they be like ooh so player ooh everywhere i go they be like ooh so player ooh everywhere i go they be like ooh so player ooh now now now watch me break it down like uh 24 karat 24 karat magic whats that sound 24 karat 24 karat magic come on now 24 karat 24 karat magic dont fight the feeling invite the feeling just put your pinky rings up to the moon girls what yall trying to do 24 karat magic in the air head to toe so player put your pinky rings up to the moon girls what yall trying to do do 24 karat magic in the air head to toe so player 24 karat uh look out 24 karat magic magic magic
3253,Kaskade,Lessons In Love (feat. Neon Trees),0,edm,when you walk my way i feel the rush come over me a sharp panic panic its the things you say that makes a rush come over me it happens all the time i never was too good at following rules nah nah im better just pretending i was a fool all day all night i got the lights in my eyes and im falling for you keep cool stay tough but thats never enough and these are the lessons in love all day all night i got the lights in my eyes and im falling for you keep cool stay young im just having my fun with the lessons in love if i walk away i feel the push inside of me that wont let me leave but what could i say to make you feel whats inside of me this happens all the time i never was too good at following rules nah nah im better just pretending i was the fool get me out all day all night i got the lights in my eyes and im falling for you keep cool stay tough but thats never enough and these are the lessons in love all day all night i got the lights in my eyes and im falling for you keep cool stay young im just having my fun with the lessons in love all day all night i got the lights in my eyes all day all night i got the lights in my eyes all day all night i got the lights in my eyes all day all night i got the lights in my eyes
3268,Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,0,edm,na i know that we are upsidedown so hold your tongue and hear me out i know that we were made to break so what i dont mind you kill the lights ill draw the blinds dont dull the sparkle in your eyes i know that we were made to break so what i dont mind are you gonna stay the night are you gonna stay the night woah oh oh oh oh oh oh whyre you gonna stay the night are you gonna stay the night doesnt mean were bound for life soohohohohohohoh are you gonna stay the night i am a fire youre gasoline come pour yourself all over me well let this place go down in flames only one more time you kill the lights ill draw the blinds dont dull the sparkle in your eyes i know that we were made to break so what i dont mind are you gonna stay the night are you gonna stay the night woah oh oh oh oh oh oh whyre you gonna stay the night are you gonna stay the night doesnt mean were bound for life soohohohohohohoh are you gonna stay the night are you gonna stay the night are you gonna stay the night woah oh oh oh oh oh oh whyre you gonna stay the night are you gonna stay the night doesnt mean were bound for life soohohohohohohoh are you gonna stay the night
3277,Caravan Palace,Lone Digger,0,edm,hey brother what you thinking leave that old record spinning you feel the rhythm going they call it lonely diggin lets end your time to lay low your knees are bending and so its time to get up and let go youre gonna come undone hey mama hows it going cant see your body moving dont leave the party dyingthey call it lonely diggin your booty shaking you know your head has no right to say no tonight its ready set go baby can you move it round the rhythm so we can get with em to the crowd and get us a rock and roll round just a downtown body body coming with a superhottie lets go yes no hell no baby can you move it round the rhythm cause you know were living in the fast lane speed up it aint no game just turn up all the beams when i come up on the scene hey brother what you thinking that good ol sound is ringing they dont know what theyre missingthey call it lonely diggin lets end your time to lay low your knees are bending and so its time to get up and let go hey brother nice and steady put down your drink youre ready its hard when things get messythey call it lonely diggin your booty shaking you know your head has no right to say no tonight its ready set go baby can you move it round the rhythm so we can get with em to the crowd and get us a rock and roll round just a downtown body body coming with a superhottie lets go yes no hell no baby can you move it round the rhythm cause you know were living in the fast lane speed up it aint no game just turn up all the beams when i come up on the scene baby can you move it round the rhythm so we can get with em to the crowd and get us a rock and roll round just a downtown body body coming with a superhottie lets go yes no hell no baby can you move it round the rhythm cause you know were living in the fast lane speed up it aint no game just turn up all the beams when i come up on the scene
3281,Nurko,Tonight,0,edm,what a shame that i didnt see your face in the crowd we had a moment is the moment gone say my name say it soft or baby say it loud i want you with me when its said and done lean in closer youve got a hold on me its not forever but i hope it never ends lets get lost tonight breathe as one tonight well be gone with the sun theres no guarantee you can take all you want from me tonight tonight tonight feel my heart beating faster when im standing in place this is something i dont wanna lose not alone but no ones watching us anyways if youre willing then im willing to lean in closer youve got control of me its not forever but i hope it never ends lets get lost tonight breathe as one tonight well be gone with the sun theres no guarantee you can take all you want from me tonight tonight tonigh
3284,Dada Life,Born To Rage - USA Version,0,edm,rage born to rage born to rage what if your heart said you aint got nothing to lose born to rage what if your heart said born to rage what if your heart said never play by the rules born to rage yeah born to rage what if your heart said dawn of a brand new age born to rage what if your heart said born to rage what if your heart said baby you were born to rage born to rage yeah born to rage its your time and never waste a second of it born to rage born to rage you were born to rage you were born to rage born to rage born to rage its your life and never waste a second of it you were born to rage dada land you were born to rage so come ondada land you were born to rage so come on what if your heart said be who you wanna be born to rage what if your heart said born to rage what if your heart said you are not the enemy born to rage yeah born to rage what if your heart said dawn of a brand new world born to rage what if your heart said born to rage what if your heart said baby go and spread my word born to rage yeah born to rage its your time and never waste a second of it you were born to rage you were born to rage its your life and never waste a second of it you were born to rage you were born to rage dada land you were born to rage so come on its your time and never waste a second of it you were born to rage you were born to rage its your life and never waste a second of it you were born to rage dada land you were born to rage so come on
3308,Axwell,I Found U - Radio Edit,0,edm,everybody wanna know why im walking round with a big smile on my face hey im happy and it shows hey im back and im part of a human race cause you know ive been down so long never thought id ever feel this way again and everything was going wrong til you found me and you made me believe again oh yeah i found you oh i found you oh i found you damn im happy that i found you i dont know what you did but what you did you can keep on doing it yeah im so happy i wanna fly cause your love just keeps on taking me higher dont you know ive been down so long down so long never thought id ever feel this way again and everything was going wrong going wrong til you found me and you made me believe again ooh yes i yes i did thank god i oh yeah i found you oh i found you oh i found you damn im happy that i found you
3322,Steve Aoki,Let It Be Me - Steve Aoki Remix,0,edm,wait dont speak dont wanna hear all your warnings dont care what happened before me wait dont leave nothing thats easy is worth it nothing thats worth it is perfect yeah i been thinkin to myself to myself i want you all to myself no one else even if it gives me hell baby i would take it all for ya if youre gonna hurt someone then let it be me if youre gonna break my heart im ready to bleed even if it kills me oh im begging you please if youre gonna hurt someone then let it be me oh let it be me oh let it be me oh let it be me oh let it be me oh let it be me let it let it be me oh let it be me let it let it be me if we fall then you can blame it all on me dont have to tell me youre sorry its your call whether you leave or you take me im still gonna want you like crazy yeah i been thinkin to myself to myself i want you all to myself no one else even if it gives me hell baby i would take it all for ya if youre gonna hurt someone then let it be me if youre gonna break my heart im ready to bleed even if it kills me oh im begging you please if youre gonna hurt someone then let it be me oh let it be me oh let it be me oh let it be me oh let it be me oh let it be me let it let it be me oh let it be me let it let it be me oh let it be me i been thinkin to myself i want you and no one else ohwoah even if it gives me hell baby i would take it all for you if youre gonna hurt someone then let it be me woo ooh if youre gonna break my heart im ready to bleed ooh even if it kills me oh im begging you please im begging you please if youre gonna hurt someone then let it be me oh let it be me me me oh let it be me let it let it be me let it be me me me oh let it be me let it let it be me oh let it be me let it let it be me oh oh let it be me me me me let it let it be me yeah oh let it be me oh let it be me oh let it be me oh let it be me oh let it be me
3327,Cash Cash,How to Love (feat. Sofia Reyes),0,edm,one two three ive been running from the pain trying not to feel the same but its a shame that were sinking see my confidence is shaking and my heart is feeling vacant so you try to fill it in you say i could fix the broken in your heart youre worth saving darling but i dont know why youre shooting in the dark i got faith in nothing but love pray for me i never had somebody so i dont know how to love pray for me i know i need somebody so i can learn how to love i know its been a while cause my memorys on trial for the way i used to be my head is running miles round in circles and i try to find the little light in me you say i could fix the broken in your heart youre worth saving darling but i dont know why youre shooting in the dark i got faith in nothing but love pray for me i never had somebody so i dont know how to love pray for me i know i need somebody so i can learn how to love i know i need somebody i know i need somebody i know i need somebody so i can learn how to love how to love how to love so i can learn how to love how to love how to love how to love love love love love love love oh i know i need somebody i know i need somebody i know i need somebody so i can learn how to love need somebody now how to love love how to love love
